"nav-link href","gallery-information","badge","nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","listing-features","listing-property-type 2","listing-property-type 3","listing-recency","name","hidden-sm href","hidden-sm href 2","listing-agent-phone-number","featured-action href","badge-label","lazy src"
"https://www.ddproperty.com/property/%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%97%E0%B8%A3-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A1-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10767864","46","LiveTour","นราทร เพลส คอนโดมิเนียม, กรุงเทพ","นราธิวาสราชนครินทร์, ทุ่งมหาเมฆ, สาทร, กรุงเทพ","฿","60,500,000","3","4","484 ตร.ม.","฿124,876 / ตารางเมตร","3 นาที (220 ม.) ถึง B1 BRT สาทร","","","1 วัน","บริษัท แอคคอม เอเซีย จำกัด","https://www.ddproperty.com/property/%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%97%E0%B8%A3-%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A1-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10767864#contact-agent","tel:+66814221412","+66 81 422 1412","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/sailom-condotel-thepharak-%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%A5%E0%B8%A1-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B9%80%E0%B8%97%E0%B8%A5-%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%82%E0%B8%B2%E0%B8%A2-10546531","19","","Sailom Condotel Thepharak : สายลม คอนโดเทล, สมุทรปราการ","34 หมู่ 4 ถนนเทพารักษ์, เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ","฿","1,690,000","1","1","60 ตร.ม.","฿28,167 / ตารางเมตร","8 นาที (590 ม.) ถึง E15 BTS สำโรง","ขายขาด","ปีที่สร้างเสร็จ: 1992","1 วัน","DIFFER ESTATE CO., LTD.","https://www.ddproperty.com/property/sailom-condotel-thepharak-%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%A5%E0%B8%A1-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B9%80%E0%B8%97%E0%B8%A5-%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%82%E0%B8%B2%E0%B8%A2-10546531#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/%E0%B8%A8%E0%B8%B8%E0%B8%A0%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93-%E0%B8%A3%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A1-%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%82%E0%B8%B2%E0%B8%A2-10533404","32","","ศุภวรรณ ริเวอร์เพลส คอนโดมิเนียม, สมุทรปราการ","ศรีวรีน้อย ลาดกระบัง, บางเสาธง, สมุทรปราการ","฿","1,350,000","2","1","45 ตร.ม.","฿30,000 / ตารางเมตร","","","","1 วัน","DIFFER ESTATE CO., LTD.","https://www.ddproperty.com/property/%E0%B8%A8%E0%B8%B8%E0%B8%A0%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93-%E0%B8%A3%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B8%A1-%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%82%E0%B8%B2%E0%B8%A2-10533404#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/supalai-park-%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-%E0%B8%82%E0%B8%B2%E0%B8%A2-10645281","28","","Supalai Park ติวานนท์, นนทบุรี","- ถนนติวานนท์, ตลาดขวัญ, เมืองนนทบุรี, นนทบุรี","฿","1,460,000","","","34 ตร.ม.","฿42,941 / ตารางเมตร","8 นาที (580 ม.) ถึง PP13 MRT แยกติวานนท์","ขายขาด","ปีที่สร้างเสร็จ: 2011","1 วัน","DIFFER ESTATE CO., LTD.","https://www.ddproperty.com/property/supalai-park-%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-%E0%B8%82%E0%B8%B2%E0%B8%A2-10645281#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/niche-mono-bangna-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%99%E0%B8%B4%E0%B8%8A-%E0%B9%82%E0%B8%A1%E0%B9%82%E0%B8%99-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-c-%E0%B9%81%E0%B8%A5%E0%B8%B0-d-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10745522","23","","Niche Mono Bangna : เดอะ นิช โมโน บางนา (อาคาร C และ D), กรุงเทพ","ถนนบางนา-ตราด, บางนา, บางนา, กรุงเทพ","฿","1,690,000","1","1","33 ตร.ม.","฿50,888 / ตารางเมตร","","ขายขาด","ปีที่สร้างเสร็จ: 2014","1 วัน","DIFFER ESTATE CO., LTD.","https://www.ddproperty.com/property/niche-mono-bangna-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%99%E0%B8%B4%E0%B8%8A-%E0%B9%82%E0%B8%A1%E0%B9%82%E0%B8%99-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-c-%E0%B9%81%E0%B8%A5%E0%B8%B0-d-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10745522#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/niche-mono-bangna-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%99%E0%B8%B4%E0%B8%8A-%E0%B9%82%E0%B8%A1%E0%B9%82%E0%B8%99-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-c-%E0%B9%81%E0%B8%A5%E0%B8%B0-d-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10734214","22","","Niche Mono Bangna : เดอะ นิช โมโน บางนา (อาคาร C และ D), กรุงเทพ","ถนนบางนา-ตราด, บางนา, บางนา, กรุงเทพ","฿","1,700,000","1","1","33 ตร.ม.","฿51,189 / ตารางเมตร","","ขายขาด","ปีที่สร้างเสร็จ: 2014","1 วัน","DIFFER ESTATE CO., LTD.","https://www.ddproperty.com/property/niche-mono-bangna-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%99%E0%B8%B4%E0%B8%8A-%E0%B9%82%E0%B8%A1%E0%B9%82%E0%B8%99-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-c-%E0%B9%81%E0%B8%A5%E0%B8%B0-d-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10734214#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/lumpini-ville-sukhumvit-77-2-%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%B5-%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-77-2-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-9824399","31","","Lumpini Ville Sukhumvit 77-2 : ลุมพินี วิลล์ สุขุมวิท 77-2, กรุงเทพ","ถ. อ่อนนุช, สวนหลวง, สวนหลวง, กรุงเทพ","฿","3,050,000","2","2","46 ตร.ม.","฿66,247 / ตารางเมตร","","ขายขาด","ปีที่สร้างเสร็จ: 2013","1 วัน","คุณทราย","https://www.ddproperty.com/property/lumpini-ville-sukhumvit-77-2-%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%B5-%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-77-2-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-9824399#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/regent-home-7-%E0%B8%AA%E0%B8%A3%E0%B8%A3%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B8%98-2-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B9%82%E0%B8%AE%E0%B8%A1-7-%E0%B8%AA%E0%B8%A3%E0%B8%A3%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B8%98-2-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-7787593","11","","Regent Home 7 สรรพาวุธ 2 - สุขุมวิท  (รีเจ้นท์ โฮม 7 สรรพาวุธ 2 - สุขุมวิท), กรุงเทพ","- ซอยสรรพาวุธ 2 ถนนบางนา, บางนา, บางนา, กรุงเทพ","฿","1,200,000","1","1","31 ตร.ม.","฿38,710 / ตารางเมตร","9 นาที (650 ม.) ถึง E12 BTS อุดมสุข","ขายขาด","ปีที่สร้างเสร็จ: 2010","1 วัน","คุณ ทราย","https://www.ddproperty.com/property/regent-home-7-%E0%B8%AA%E0%B8%A3%E0%B8%A3%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B8%98-2-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B9%82%E0%B8%AE%E0%B8%A1-7-%E0%B8%AA%E0%B8%A3%E0%B8%A3%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B8%B8%E0%B8%98-2-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-7787593#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/dcondo-onnut-suvarnabhumi-%E0%B8%94%E0%B8%B5-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A-%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-9860841","15","","Dcondo Onnut-Suvarnabhumi : ดี คอนโด อ่อนนุช-สุวรรณภูมิ, กรุงเทพ","ถนนลาดกระบัง, ลาดกระบัง, ลาดกระบัง, กรุงเทพ","฿","3,000,000","2","2","60 ตร.ม.","฿50,000 / ตารางเมตร","","ขายขาด","ปีที่สร้างเสร็จ: 2012","1 วัน","คุณ ทราย","https://www.ddproperty.com/property/dcondo-onnut-suvarnabhumi-%E0%B8%94%E0%B8%B5-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A-%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-9860841#contact-agent","tel:+66927988789","+66 92 798 8789","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/ideo-mobi-sukhumvit-81-%E0%B9%84%E0%B8%AD%E0%B8%94%E0%B8%B5%E0%B9%82%E0%B8%AD-%E0%B9%82%E0%B8%A1%E0%B8%9A%E0%B8%B4-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-81-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10683255","12","","IDEO MOBI Sukhumvit 81 : ไอดีโอ โมบิ สุขุมวิท 81, กรุงเทพ","2097 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร, บางจาก, พระโขนง, กรุงเทพ","฿","5,200,000","2","1","42 ตร.ม.","฿123,810 / ตารางเมตร","3 นาที (190 ม.) ถึง E9 BTS อ่อนนุช","ขายขาด","ปีที่สร้างเสร็จ: 2013","1 วัน","กอล์ฟ JC","https://www.ddproperty.com/property/ideo-mobi-sukhumvit-81-%E0%B9%84%E0%B8%AD%E0%B8%94%E0%B8%B5%E0%B9%82%E0%B8%AD-%E0%B9%82%E0%B8%A1%E0%B8%9A%E0%B8%B4-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-81-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10683255#contact-agent","tel:+66968793245","+66 96 879 3245","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","เอเจนซี่อสังหาฯ","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/condo-chain-hua-hin-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%99-%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%B4%E0%B8%99-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B5%E0%B8%A3%E0%B8%B5%E0%B8%82%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C-%E0%B8%82%E0%B8%B2%E0%B8%A2-10767789","26","","Condo Chain Hua Hin : คอนโดเชน หัวหิน, ประจวบคีรีขันธ์","888 ถนน เพชรเกษม, หัวหิน, หัวหิน, ประจวบคีรีขันธ์","฿","7,400,000","2","2","88 ตร.ม.","฿84,091 / ตารางเมตร","","ขายขาด","ปีที่สร้างเสร็จ: 1998","1 วัน","Acute Realty Huahin Co.,Ltd.","https://www.ddproperty.com/property/condo-chain-hua-hin-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%99-%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%B4%E0%B8%99-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%A7%E0%B8%9A%E0%B8%84%E0%B8%B5%E0%B8%A3%E0%B8%B5%E0%B8%82%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C-%E0%B8%82%E0%B8%B2%E0%B8%A2-10767789#contact-agent","tel:+66856643000","+66 85 664 3000","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"https://www.ddproperty.com/property/rhythm-sukhumvit-36-38-%E0%B8%A3%E0%B8%B4%E0%B8%97%E0%B8%B6%E0%B9%88%E0%B8%A1-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-36-38-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10767856","35","LiveTour","Rhythm Sukhumvit 36-38 : ริทึ่ม สุขุมวิท 36-38, กรุงเทพ","55 ซอยสุขุมวิท 36 ถนนสุขุมวิท, พระโขนง, คลองเตย, กรุงเทพ","฿","12,200,000","2","2","54 ตร.ม.","฿225,926 / ตารางเมตร","4 นาที (290 ม.) ถึง E6 BTS ทองหล่อ","ขายขาด","ปีที่สร้างเสร็จ: 2016","1 วัน","Fa Brice","https://www.ddproperty.com/property/rhythm-sukhumvit-36-38-%E0%B8%A3%E0%B8%B4%E0%B8%97%E0%B8%B6%E0%B9%88%E0%B8%A1-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-36-38-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10767856#contact-agent","tel:+66812717155","+66 81 271 7155","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/253?property_type=N&property_type_code%5B0%5D=CONDO#shortlist","","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
